filename,result
downloaded_images\一帖茶方_琥珀金萱烏龍(L)_45元_2.jpg,"**分析圖片：一帖茶方_琥珀金萱烏龍(L)_45元**

**一、食物判斷與組成：**
*   **主要食物：** 琥珀金萱烏龍茶 (液體飲料)。
*   **組成成分：**
    *   金萱烏龍茶葉沖泡而成。
    *   水。
    *   冰塊 (目測約佔杯體容積的1/4至1/3)。
    *   糖 (根據台灣手搖飲慣例，此類飲料通常含糖，除非特別標示「無糖」；圖片未提供甜度資訊，推估為預設之「正常甜」)。
*   **非食物 (背景裝飾)：** 乾燥植物、木勺、未沖泡的烏龍茶葉 (散落在桌面上)。

**二、分量推估：**
*   **飲料容量：** 檔案名標示為 (L) 大杯，台灣手搖飲大杯容量通常約為 600 毫升至 750 毫升。保守推估液體淨容量約 **700 毫升**。
*   **糖分：** 假設為「正常甜」，根據常見手搖飲比例，700毫升飲料的「正常甜」約含 **60-80 克糖**。取中位數 **70 克** 作為推估基準。

**三、熱量推估 (依據衛福部食品營養成分資料庫 TFND 標準)：**
*   **金萱烏龍茶 (不含糖)：** 純茶熱量極低，每 100 毫升約 **0-1 大卡**。整杯可忽略不計。
*   **蔗糖：** 每克約 **4 大卡**。
*   **總熱量推估：**
    *   70 克糖 * 4 大卡/克 = **280 大卡**。

**總結熱量推估：**
此杯琥珀金萱烏龍茶（大杯，正常甜）的總熱量約為 **280 大卡**。實際熱量會因店家糖漿濃度、冰量及個人甜度選擇而異 (例如「無糖」則熱量趨近於 0 大卡)。"
downloaded_images\一帖茶方_碧螺綠鮮奶茶(L)_70元_2.jpg,"根據圖片檔案名「一帖茶方_碧螺綠鮮奶茶(L)_70元_2.jpg」及圖片內容，判斷食物成分、分量及熱量如下：

**食物成分判斷：**
*   **碧螺綠茶：** 依檔案名，為飲品基底茶。
*   **鮮奶：** 依檔案名「鮮奶茶」，且圖片下方為白色分層，判斷為鮮奶。
*   **糖：** 考量市售手搖飲通常含糖，除非特別標示無糖。

**分量推估 (L號飲品，以標準700毫升容量估算)：**
*   **碧螺綠茶：** 佔飲品大部分體積，估計約 500 毫升。
*   **鮮奶：** 圖片中白色分層約佔總體積的1/4至1/3，估計約 200 毫升（假設為全脂鮮奶）。
*   **糖：** 假設為市售手搖飲「正常甜度」，一般700毫升飲品約含糖 50-70 公克，取中間值估計為 60 公克。
*   **冰塊：** 飲品中含有冰塊，但熱量計算主要針對液體成分。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND)：**
*   **碧螺綠茶 (未加糖)：** 茶類本身熱量極低，約 1 大卡/100毫升。
    *   500 毫升 x (1 大卡/100毫升) = 5 大卡。
*   **鮮奶 (全脂鮮乳)：** 約 63 大卡/100毫升。
    *   200 毫升 x (63 大卡/100毫升) = 126 大卡。
*   **糖 (蔗糖)：** 約 400 大卡/100公克。
    *   60 公克 x (400 大卡/100公克) = 240 大卡。

**總熱量估計：**
5 (綠茶) + 126 (鮮奶) + 240 (糖) = **371 大卡**

**總結：**
此杯碧螺綠鮮奶茶(L)主要由碧螺綠茶、鮮奶和糖組成。估計碧螺綠茶約500毫升、鮮奶約200毫升、糖約60公克。根據衛福部食品營養成分資料庫標準推估，總熱量約為 **371 大卡**。"
downloaded_images\一帖茶方_輕焙碧螺綠(L)_45元_2.jpg,"這張圖片顯示一杯飲料。

**食物項目：**
*   **輕焙碧螺綠茶：** 根據檔案名，判斷為輕度烘焙的碧螺春綠茶飲品。
*   **冰塊：** 飲品中含有冰塊。

**分量估計：**
*   **輕焙碧螺綠茶 (L 尺寸)：** 估計約 700 毫升。

**熱量估計 (參考衛福部食品營養成分資料庫 TFND)：**
*   **輕焙碧螺綠茶：** 主要熱量來自於可能添加的糖分。純茶本身熱量趨近於零。
    *   若以市售常見「全糖」甜度估算 (約含 70 克糖)：約 **278 大卡** (以蔗糖 397 大卡/100克計算)。
    *   若為「無糖」：熱量趨近於 **0 大卡**。
*   **冰塊：** 熱量為 **0 大卡**。"
downloaded_images\一帖茶方_馥郁四季青(L)_45元_2.jpg,"根據圖片與檔案名資訊，進行以下分析：

**食物判斷與分量：**
1.  **主要食物：** 一杯「一帖茶方 馥郁四季青」飲品。
2.  **分量：** 檔案名標示為 (L) 大杯，依台灣手搖飲業界慣例，大杯容量通常約為 700 毫升。飲品中含有冰塊，佔部分體積。
3.  **內容物：** 主要為茶水（四季青茶）與冰塊。圖片未顯示其他固體配料（如珍珠、椰果）。
4.  **其他（非攝取食物）：** 桌上散落及勺中的茶葉為泡製飲品的原料，非直接攝取物。

**熱量推估（參考衛福部食品營養成分資料庫 TFND 標準）：**
1.  **純茶熱量：** 根據衛福部食品營養成分資料庫，純茶飲（如烏龍茶）本身的熱量趨近於零。
2.  **甜度假設：** 檔案名未標示甜度，考量市售飲品習慣，若無特別註明，通常含有糖。為合理評估，假設此飲品為「全糖」，一般全糖甜度約為 10% 的糖含量。
3.  **冰塊熱量：** 冰塊熱量可忽略不計。

**熱量估算：**
*   **飲品總容量：** 700 毫升 (g)
*   **糖含量（全糖估算）：** 700 g * 10% = 70 克
*   **糖熱量：** 每克糖約 4 大卡 (kcal)
*   **總熱量推估：** 70 克 * 4 大卡/克 = **280 大卡**

**總結：**
此圖片中的「一帖茶方 馥郁四季青」飲品，為大杯（約 700 毫升），主要成分為四季青茶水與冰塊。若以全糖甜度推估，其熱量約為 280 大卡。"
downloaded_images\一帖茶方_金萱烏龍鮮豆奶(L)_60元_2.jpg,"這張圖片顯示一杯大杯(L，估計約700毫升)的「金萱烏龍鮮豆奶」。

**食物內容與分量判斷：**
1.  **金萱烏龍鮮豆奶 (主體)：**
    *   **鮮豆奶：** 圖片底部乳白色部分。估計約佔飲品總量之40-45%，約300-320毫升。為求簡潔，取中間值**300毫升**。
    *   **金萱烏龍茶：** 圖片上方金黃色清澈部分。估計約佔飲品總量之55-60%，約380-400毫升。取**400毫升**。
    *   **糖：** 手搖飲通常會添加糖。此飲品未標示甜度，假設為「正常甜」或「半糖」，保守估計添加**40-60公克**的糖。為簡化計算並考量手搖飲習慣，取**50公克**。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
1.  **鮮豆奶 (無糖)**：約 35 大卡 / 100 毫升
    *   300 毫升鮮豆奶 ≈ 300 * (35 / 100) = **105 大卡**
2.  **金萱烏龍茶 (無糖)**：熱量極低，可忽略不計
    *   400 毫升烏龍茶 ≈ **0 大卡**
3.  **糖 (砂糖)**：約 4 大卡 / 公克
    *   50 公克糖 ≈ 50 * 4 = **200 大卡**

**總熱量估計：**
105 (鮮豆奶) + 0 (烏龍茶) + 200 (糖) = **約 305 大卡**

**總結：**
此杯大杯金萱烏龍鮮豆奶（約700毫升），主要由約300毫升鮮豆奶、400毫升金萱烏龍茶，以及估計50公克糖組成。依據衛福部食品營養成分資料庫標準推估，總熱量約為 **305 大卡**。實際熱量會因鮮豆奶濃度、糖量及是否有其他添加物而異。"
downloaded_images\一帖茶方_鮮橙四季青(L)_65元_2.jpg,"**圖片分析與熱量推估**

**判斷食物種類：**
*   **飲品：** 一帖茶方 鮮橙四季青 (L)
*   **水果：** 柳橙 (果汁、果肉、切片及整顆呈現)
*   **茶葉：** 四季青茶葉 (未沖泡狀態)
*   **其他：** 冰塊、糖 (推估為飲品甜度來源)

**分量估算：**
*   **飲品容量：** 大杯 (L) 推估約為 700 毫升。
*   **柳橙：**
    *   飲品名稱為「鮮橙」，判斷柳橙含量較高。
    *   視覺上飲品顏色濃郁，含果肉纖維。
    *   保守估計使用約 2 顆中型柳橙的汁液與部分果肉（約 300 克柳橙果實）。
*   **糖：**
    *   手搖飲通常含糖，若無特別標示甜度，以全糖推估。
    *   700毫升手搖飲全糖約含 50-70 克糖，此處估計為 60 克。
*   **茶：**
    *   四季青茶為基底，熱量極低，可忽略。
*   **冰塊：** 佔部分體積，熱量可忽略。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**
*   **柳橙：**
    *   甜橙 (Sweet orange, 生)：每 100 克約 47 大卡。
    *   300 克柳橙約含：300 克 * (47 大卡/100 克) = **141 大卡**。
*   **糖：**
    *   蔗糖 (Sucrose)：每 100 克約 400 大卡（即每克 4 大卡）。
    *   60 克糖約含：60 克 * (4 大卡/克) = **240 大卡**。
*   **四季青茶：** 熱量可忽略不計。

**總熱量估計：**
141 大卡 (柳橙) + 240 大卡 (糖) = **約 381 大卡**"
downloaded_images\一帖茶方_鮮榨橙柚青(L)_65元_2.jpg,"根據圖片檔案名「一帖茶方_鮮榨橙柚青(L)_65元_2.jpg」及圖像內容，此為一杯「一帖茶方」品牌的「鮮榨橙柚青」大杯飲品。

**食物判斷與分量推估：**

1.  **飲品總體積：** 標示為(L)大杯，推估約 **700毫升**。
2.  **橙汁/果肉：** 圖像中可見橙片及飲品底部有果肉沉澱，且名稱包含「橙」。推估使用約 **200公克柳橙**（約1顆中型柳橙）的榨汁與果肉。
3.  **柚汁/果肉：** 名稱包含「柚」，雖未見完整柚子，但此為鮮榨飲品，推估含約 **150公克葡萄柚或文旦柚**（約1/4顆小型葡萄柚）的榨汁與果肉。
4.  **青茶：** 名稱包含「青」，且背景有茶葉，此飲品應以青茶為基底。推估約 **300-400毫升青茶**。茶水熱量可忽略。
5.  **糖：** 市售手搖飲通常會添加糖。若無特別標示甜度，為理性估計，參考一般手搖飲「半糖」至「全糖」的範圍，推估添加約 **30-50公克糖**（以蔗糖計）。此處取中間值 **40公克** 進行估算。
6.  **冰塊：** 作為冷飲，冰塊佔據部分體積，無熱量。

**熱量推估（參考衛福部食品營養成分資料庫 TFND）：**

*   **柳橙 (鮮橙果肉)：** TFND約 40 kcal/100g。
    *   200公克柳橙：200g * (40 kcal/100g) = **80 大卡**。
*   **葡萄柚/文旦柚 (果肉)：** TFND約 32-36 kcal/100g (取平均約34 kcal/100g)。
    *   150公克葡萄柚：150g * (34 kcal/100g) = **51 大卡**。
*   **蔗糖：** TFND約 397 kcal/100g。
    *   40公克蔗糖：40g * (397 kcal/100g) = **158.8 大卡** (約159大卡)。
*   **青茶、水、冰塊：** 熱量可忽略。

**總熱量推估：**
80 (柳橙) + 51 (葡萄柚) + 159 (糖) = **290 大卡**。

**結論：**

一杯大杯「鮮榨橙柚青」主要由柳橙、葡萄柚、青茶及糖組成，預估總熱量約 **290 大卡**。其中，糖是主要的熱量來源，實際熱量會因店家糖量控制而異。"
downloaded_images\三水江烤肉飯_三杯雞便當_135元_4.jpg,"根據圖片檔案名「三水江烤肉飯_三杯雞便當_135元_4.jpg」以及圖片內容，判斷此為一份三杯雞便當。以下為各食物項目、估計分量及熱量推估（參考衛福部食品營養成分資料庫TFND標準）：

1.  **主食：白米飯**
    *   **分量估計：** 約一碗半至兩碗飯，約 200 公克。
    *   **熱量推估：** 200 公克熟白米飯約 280 大卡 (140 大卡/100公克)。

2.  **主菜：三杯雞**
    *   **分量估計：** 約 150 公克雞肉塊，含少量薑片、蒜頭、九層塔及醬汁。由於三杯雞烹調多油且醬汁含糖，熱量較高。
    *   **熱量推估：** 150 公克三杯雞肉（含烹調用油及醬汁），估計約 330 大卡 (約 220 大卡/100公克)。

3.  **配菜：炒蛋**
    *   **分量估計：** 約 1.5 顆雞蛋的份量，約 75 公克，含少量烹調用油。
    *   **熱量推估：** 75 公克炒蛋約 150 大卡 (雞蛋約 144 大卡/100公克，加上烹調油)。

4.  **配菜：清炒時蔬**
    *   **分量估計：** 少量綠色蔬菜，如青江菜或花椰菜，約 40 公克。
    *   **熱量推估：** 40 公克清炒時蔬約 20 大卡 (考慮少量烹調油)。

5.  **配料：豆干**
    *   **分量估計：** 混合在三杯雞中，約 40 公克。
    *   **熱量推估：** 40 公克豆干約 76 大卡 (190 大卡/100公克)。

6.  **配料：菇類 (杏鮑菇/香菇)**
    *   **分量估計：** 混合在三杯雞中，約 40 公克。
    *   **熱量推估：** 40 公克菇類（烹煮後吸附醬汁）約 24 大卡 (約 60 大卡/100公克)。

**總熱量估計：**
280 (白米飯) + 330 (三杯雞) + 150 (炒蛋) + 20 (時蔬) + 76 (豆干) + 24 (菇類) = **約 880 大卡**"
downloaded_images\三水江烤肉飯_烤牛肉飯_145元_4.jpg,"此圖片顯示一個名為「三水江烤肉飯_烤牛肉飯」的餐盒。以下為其組成食物、分量估計與熱量推估（參考衛福部食品營養成分資料庫 TFND 標準）：

**餐點名稱：** 烤牛肉飯 (飯盒)

**內容分析與熱量推估：**

1.  **熟白米飯：**
    *   **分量估計：** 約 180 公克 (佔飯盒底部主體)
    *   **熱量推估：** 約 331 大卡 (184 大卡/100g)

2.  **烤牛肉片：**
    *   **分量估計：** 約 90 公克 (數片切片牛肉，為主要肉類)
    *   **熱量推估：** 約 180 大卡 (考量烤製過程及醬汁，約 200 大卡/100g)

3.  **炒蛋/煎蛋：**
    *   **分量估計：** 約 60 公克 (一片或一小份炒蛋/煎蛋)
    *   **熱量推估：** 約 102 大卡 (考量烹調用油，約 170 大卡/100g)

4.  **蒸南瓜/地瓜泥：**
    *   **分量估計：** 約 70 公克 (一匙份量的塊狀或泥狀，顏色偏橘黃)
    *   **熱量推估：** 約 32 大卡 (蒸南瓜約 45 大卡/100g)

5.  **綠色蔬菜 (如菠菜/青江菜)：**
    *   **分量估計：** 約 50 公克 (一小撮水煮或清炒)
    *   **熱量推估：** 約 10 大卡 (約 20 大卡/100g)

6.  **高麗菜絲/炒高麗菜：**
    *   **分量估計：** 約 50 公克 (一小份白色蔬菜)
    *   **熱量推估：** 約 10 大卡 (約 20 大卡/100g)

**總熱量推估：** 約 665 大卡"
downloaded_images\三水江烤肉飯_烤雞腿飯_135元_4.jpg,"這是一份烤雞腿飯，內容物及熱量估算如下（參考衛福部食品營養成分資料庫 TFND）：

1.  **白飯：** 目測碗內白飯約 200 克。
    *   熱量估計：200 克 × 1.3 大卡/克 = **260 大卡**。
2.  **烤雞腿：** 一塊完整的去骨烤雞腿肉，含皮，目測約 150 克。
    *   熱量估計：150 克 × 2.2 大卡/克 (考量烤製醬汁與油脂) = **330 大卡**。
3.  **炒高麗菜：** 一份炒高麗菜，目測約 90 克。
    *   熱量估計：90 克 × 0.5 大卡/克 (考量少量烹調用油) = **45 大卡**。
4.  **蒸/烤南瓜或地瓜：** 一小份南瓜或地瓜塊，目測約 50 克。
    *   熱量估計：50 克 × 0.8 大卡/克 = **40 大卡**。
5.  **炒菠菜或綠葉蔬菜：** 一小份炒綠葉蔬菜，目測約 50 克。
    *   熱量估計：50 克 × 0.5 大卡/克 (考量少量烹調用油) = **25 大卡**。
6.  **煎蛋：** 一片煎蛋，目測約 1 顆雞蛋的份量。
    *   熱量估計：約 **100 大卡** (含烹調用油)。

**總熱量估計：** 260 + 330 + 45 + 40 + 25 + 100 = **800 大卡**。

**注意事項：** 熱量估算為目測值，實際數值會因烹調方式、食材來源及份量精確度而有所差異。"
downloaded_images\三水江烤肉飯_烤豬排飯_125元_4.jpg,"根據圖片內容及檔名資訊「三水江烤肉飯_烤豬排飯_125元_4.jpg」，此為一份「烤豬排飯」套餐。以下以完全理性的方式，判斷餐點內容、分量，並依據衛福部食品營養成分資料庫（TFND）標準推估熱量：

**餐點內容與分量評估：**

1.  **白米飯 (White Rice)：**
    *   **判斷：** 作為主食基底，盛裝於碗底。
    *   **分量推估：** 約一碗飯量，估計 180 公克。
2.  **炸豬排 (Fried Pork Chop)：**
    *   **判斷：** 主菜，金黃酥脆的外皮顯示為油炸處理（儘管檔名為「烤豬排」）。
    *   **分量推估：** 目視約佔碗面一半，份量充足，估計 150 公克。
3.  **燙青菜 (Blanched Green Vegetables)：**
    *   **判斷：** 深綠色葉菜，應為燙熟青菜，如菠菜或地瓜葉。
    *   **分量推估：** 約一小份，估計 60 公克。
4.  **高麗菜 (Cabbage)：**
    *   **判斷：** 淺色塊狀蔬菜，應為清燙高麗菜。
    *   **分量推估：** 約一小份，估計 50 公克。
5.  **炒蛋/煎蛋 (Scrambled/Fried Egg)：**
    *   **判斷：** 黃色塊狀，質地鬆散，判斷為蛋製品。
    *   **分量推估：** 約一顆蛋的份量，估計 50 公克。
6.  **三色蔬菜丁 (Mixed Diced Vegetables)：**
    *   **判斷：** 混合紅、綠、黃色丁狀蔬菜，常見於配菜，可能含紅蘿蔔、玉米粒、青豆等。
    *   **分量推估：** 約一小匙份量，估計 35 公克。

**熱量推估 (依據衛福部食品營養成分資料庫 TFND 標準)：**

*   **白米飯 (熟，180g)：** 約 324 大卡 (每 100g 約 180 大卡)
*   **炸豬排 (150g)：** 約 420 大卡 (依炸豬排/排骨酥等估計，每 100g 約 280 大卡)
*   **燙青菜 (60g)：** 約 15 大卡 (每 100g 約 25 大卡)
*   **高麗菜 (50g)：** 約 13 大卡 (每 100g 約 25 大卡)
*   **炒蛋/煎蛋 (50g)：** 約 95 大卡 (一顆蛋約 70-80 大卡，加上烹調用油)
*   **三色蔬菜丁 (35g)：** 約 20 大卡 (視種類，取平均值每 100g 約 60 大卡)

**總熱量推估：**
324 + 420 + 15 + 13 + 95 + 20 = **約 887 大卡**

**總結：**
此份「烤豬排飯」主要由白米飯、炸豬排、三種配菜（燙青菜、高麗菜、炒蛋、三色蔬菜丁）組成。總熱量估計約為 **887 大卡**，其中炸豬排和白米飯是主要的熱量來源。"
downloaded_images\三水江烤肉飯_焢肉便當_100元_4.jpg,"根據圖片及檔名資訊，此為「焢肉便當」。內容物分析及熱量估算如下（參考衛福部食品營養成分資料庫TFND）：

1.  **白飯：** 約200克。估計熱量約370大卡。
2.  **焢肉：** 約130克（含肥瘦肉）。估計熱量約495大卡。
3.  **滷豆干：** 約75克（約3-4片）。估計熱量約100大卡。
4.  **炒青江菜/菠菜（綠色蔬菜）：** 約75克。估計熱量約30大卡。
5.  **炒高麗菜（白色蔬菜）：** 約75克。估計熱量約30大卡。

**總計：** 此便當總熱量約為 **1025大卡**。"
downloaded_images\三水江烤肉飯_肉絲蛋炒飯_100元_4.jpg,"根據檔案名「三水江烤肉飯_肉絲蛋炒飯_100元_4.jpg」與圖片內容，進行以下分析：

**食物判斷與分量估算：**

1.  **主食：肉絲蛋炒飯**
    *   **白米飯：** 佔碗中大部分，估計約 350 公克。
    *   **豬肉絲/片：** 飯中有多塊豬肉，部分可見脂肪，依檔案名為「肉絲」，但部分看來較像肉片。估計約 60 公克。
    *   **雞蛋：** 散佈於米飯中，呈黃白色碎粒狀，估計約 1.5 顆（約 75 公克）。
    *   **青蔥：** 少量綠色蔥花點綴，分量極少。
    *   **食用油：** 炒飯烹調必須使用，從飯粒色澤與油亮感判斷，用量應不少，估計約 40 公克。
    *   **調味料：** 如醬油、鹽等，熱量可忽略。

**熱量推估（參考衛福部食品營養成分資料庫 TFND 標準）：**

1.  **白米飯 (熟)：**
    *   標準：約 1.83 大卡/公克。
    *   推估：350 公克 * 1.83 大卡/公克 ≈ **641 大卡**。

2.  **豬肉 (熟，考量部位與烹調)：**
    *   標準：豬肉部位熱量差異大，考量炒飯烹調且有部分脂肪，取平均值約 2.20 大卡/公克。
    *   推估：60 公克 * 2.20 大卡/公克 ≈ **132 大卡**。

3.  **雞蛋 (全蛋，熟)：**
    *   標準：約 1.44 大卡/公克。
    *   推估：75 公克 * 1.44 大卡/公克 ≈ **108 大卡**。

4.  **食用油 (以沙拉油為例)：**
    *   標準：約 8.84 大卡/公克。
    *   推估：40 公克 * 8.84 大卡/公克 ≈ **354 大卡**。

5.  **青蔥：**
    *   熱量極低，可忽略不計。

**總熱量推估：**
641 (米飯) + 132 (豬肉) + 108 (雞蛋) + 354 (食用油) = **約 1235 大卡**。"
downloaded_images\三水江烤肉飯_蝦仁蛋炒飯_100元_4.jpg,"這是一份蝦仁蛋炒飯。

**食物判斷與分量推估：**

1.  **熟白米飯 (主體)：** 估計約 300 公克。
2.  **蝦仁：** 目測約 8 隻，估計每隻蝦仁約 6 公克 (去殼熟蝦仁)，總計約 48 公克。
3.  **雞蛋：** 飯中混有蛋花，估計約使用 1.5 顆中型雞蛋，總計約 75 公克 (全蛋液)。
4.  **食用油：** 炒飯過程中會加入較多食用油，估計約 2.5 湯匙，總計約 37.5 公克。
5.  **蔥花：** 少量點綴，估計約 10 公克。
6.  **調味料：** 如鹽、醬油等，熱量貢獻可忽略不計。

**熱量推估 (參考衛福部食品營養成分資料庫 TFND 標準)：**

*   **熟白米飯 (CNS):** 130 大卡/100 公克
    *   300 公克 * (130 大卡 / 100 公克) = **390 大卡**
*   **蝦仁 (白蝦仁, 煮熟):** 90 大卡/100 公克
    *   48 公克 * (90 大卡 / 100 公克) = **43.2 大卡** (約 43 大卡)
*   **雞蛋 (雞蛋, 全蛋液):** 140 大卡/100 公克
    *   75 公克 * (140 大卡 / 100 公克) = **105 大卡**
*   **食用油 (沙拉油):** 900 大卡/100 公克
    *   37.5 公克 * (900 大卡 / 100 公克) = **337.5 大卡** (約 338 大卡)
*   **蔥花 (青蔥):** 30 大卡/100 公克
    *   10 公克 * (30 大卡 / 100 公克) = **3 大卡**

**總熱量推估：**
390 大卡 (米飯) + 43 大卡 (蝦仁) + 105 大卡 (雞蛋) + 338 大卡 (食用油) + 3 大卡 (蔥花) = **879 大卡**"
downloaded_images\上悅龍記燒臘_招牌三寶飯_150元_4.jpg,"根據圖片檔名「上悅龍記燒臘_招牌三寶飯_150元_4.jpg」及圖像內容，判斷為一份招牌三寶飯。以下為各食物項目、估計分量及熱量推估（參考衛福部食品營養成分資料庫TFND）：

1.  **白飯**：
    *   **分量估計**：目測為一個標準飯碗的量，約250克。
    *   **熱量推估**：250克 * (180大卡/100克) = **450大卡**

2.  **燒鴨**：
    *   **分量估計**：約3-4片帶皮鴨肉，估計約90克。
    *   **熱量推估**：90克 * (280大卡/100克) = **252大卡** (參考烤鴨肉，含皮)

3.  **叉燒**：
    *   **分量估計**：約3-4片叉燒肉，估計約90克。
    *   **熱量推估**：90克 * (270大卡/100克) = **243大卡** (參考叉燒肉，中等肥瘦)

4.  **滷豬肉** (或稱控肉)：
    *   **分量估計**：約2-3塊帶皮帶肥的滷製肉塊，估計約80克。
    *   **熱量推估**：80克 * (380大卡/100克) = **304大卡** (參考滷豬肉，含皮及肥肉，如控肉)

5.  **綠葉蔬菜** (如青江菜)：
    *   **分量估計**：約一小份，估計約60克。
    *   **熱量推估**：60克 * (25大卡/100克) = **15大卡** (參考煮熟綠葉蔬菜)

6.  **混合配菜** (如紅蘿蔔、玉米、木耳、高麗菜)：
    *   **分量估計**：少量混搭，估計約40克。
    *   **熱量推估**：40克 * (40大卡/100克) = **16大卡** (平均各類蔬菜熱量)

**總熱量推估**：450 + 252 + 243 + 304 + 15 + 16 = **1280大卡**"
downloaded_images\上悅龍記燒臘_泰式椒麻雞腿飯_160元_4.jpg,"根據圖片及檔案名稱「上悅龍記燒臘_泰式椒麻雞腿飯_160元_4.jpg」判斷，此為一份泰式椒麻雞腿飯。以下為各食物成分、估計分量及熱量推估（參考衛福部食品營養成分資料庫 TFND）：

1.  **泰式椒麻雞腿 (炸)**
    *   **分量估計：** 目測為一塊完整的去骨炸雞腿，裹粉油炸。推估約 200 公克。
    *   **熱量推估：** 參考炸雞排（裹粉）或炸雞腿（去骨）的熱量，約 250-300 大卡/100公克。
    *   **估計熱量：** 200 公克 x 280 大卡/100公克 = **560 大卡**。

2.  **白飯**
    *   **分量估計：** 飯盒底部鋪滿，推估約 200 公克。
    *   **熱量推估：** 參考白米飯熱量，約 185 大卡/100公克。
    *   **估計熱量：** 200 公克 x 1.85 大卡/公克 = **370 大卡**。

3.  **燙青菜**
    *   **分量估計：** 少量綠色蔬菜，推估約 60 公克。
    *   **熱量推估：** 參考燙青菜熱量，約 15-20 大卡/100公克。
    *   **估計熱量：** 60 公克 x 0.15 大卡/公克 = **9 大卡**。

4.  **泰式椒麻醬**
    *   **分量估計：** 淋醬目測量不少，推估約 40 公克。
    *   **熱量推估：** 此醬料通常含有糖、醋、醬油及香油/辣椒油，熱量較高。推估約 200 大卡/100公克。
    *   **估計熱量：** 40 公克 x 2 大卡/公克 = **80 大卡**。

5.  **配料（蔥花、辣椒）**
    *   **分量估計：** 極少量，熱量可忽略不計。

**總熱量估計：** 560 (雞腿) + 370 (白飯) + 9 (青菜) + 80 (醬料) = **約 1019 大卡**。"
downloaded_images\上悅龍記燒臘_日式豬排飯_140元_4.jpg,"這是一份「上悅龍記燒臘」的「日式豬排飯」，以下為根據圖片內容及檔名資訊，以衛福部食品營養成分資料庫（TFND）標準推估的食物項目、分量及熱量分析：

*   **主食：白飯**
    *   **分量推估：** 便當底部基底，約180克（約一平碗飯）。
    *   **熱量推估：** 180克 * (183大卡/100克) ≈ 330大卡。

*   **主菜：日式炸豬排**
    *   **分量推估：** 一塊完整炸豬排，切片呈現，約180克。
    *   **熱量推估：** 180克 * (約300大卡/100克，含炸粉與烹調用油) ≈ 540大卡。

*   **配菜一：炒高麗菜與紅蘿蔔絲**
    *   **分量推估：** 約90克。
    *   **熱量推估：** 90克 * (約28大卡/100克) ≈ 25大卡。

*   **配菜二：滷木耳**
    *   **分量推估：** 約25克。
    *   **熱量推估：** 25克 * (約25大卡/100克) ≈ 6大卡。

*   **配菜三：滷豆乾丁**
    *   **分量推估：** 約60克。
    *   **熱量推估：** 60克 * (約130大卡/100克，考慮滷製過程) ≈ 78大卡。

**總熱量推估：** 330 + 540 + 25 + 6 + 78 = **979大卡**。

**備註：**
*   食物分量為目視推估，實際數值可能有所差異。
*   熱量推估以衛福部TFND標準的類似項目進行換算，油炸及滷製食物的熱量會因烹調方式和用油量而有較大差異，上述熱量為合理範圍內的估計值。"
